49313.46534865136,19514.234311792676,6845.748544911785,-4246.7206448741335,-11108.875067842288,-15807.847507443606,-3760.2338364132547,-6224.541282725274,-4169.298954172387,-3801.7590482788164,-2877.8621721722784,-2744.919642457118,-4489.4975782268975,-3237.067363995217,-3085.7192722352534,-2339.632542923016,-1789.0459638067523,-1399.392908965728,-924.1025129068394,-696.7135643013908,-564.136964642176,-501.01233397389797,-506.1464102335324,-568.95082583052,-534.6178209250247,-555.7344813990472,-470.75532091014475,-530.300752963227,-530.5722153926048,-529.3886745251247,-558.0765888704416,-709.7633429161616
31419.50204504715,20874.390905896187,11364.87445278526,2813.2894903635133,-5995.208500897635,-12236.915944400305,-3454.5434893387546,-6398.687173175166,-4615.198276052532,-4384.972949969407,-3402.0299699169564,-3290.597617505342,-5440.128652454575,-3921.0950212557136,-3709.740997570383,-2778.9532982916826,-2076.7900583193236,-1561.9807944844652,-980.1253541984667,-698.6065038977845,-503.3562724132368,-405.80117246545336,-503.8856102712288,-575.9480934357258,-558.9631124829367,-553.8209172568289,-470.97539638481305,-519.102344575683,-500.09236797530946,-506.50008392469783,-565.8548413198263,-778.0912134346705
13464.327376347937,15960.732394678722,13290.258867879302,11210.54788008101,1980.906164221903,-5674.139290583516,-2615.4673531224994,-5895.3388950652125,-4747.556163606315,-4768.574950478559,-3819.362711503281,-3759.958199192354,-6330.163253090501,-4581.634679333553,-4299.349481556137,-3183.0575920903757,-2331.034103224108,-1689.3330152036342,-1002.3463598923203,-666.1593773839554,-414.7965024194386,-288.79660465578246,-467.2508047752263,-542.2373248242146,-540.7204068537783,-515.6576436572002,-440.51749273340863,-477.52027900041674,-445.95850487418403,-457.66885685958255,-535.2333097588521,-776.195577892069
455.5697803595808,7614.245148431856,10531.872105142747,16001.119171837892,11108.661563643094,3667.1908152563437,-1117.3594668939454,-4236.70214042433,-4206.297417377357,-4634.601319366171,-3901.9382785642374,-3955.742357016649,-6870.095887655761,-5043.545478551408,-4716.437577467042,-3475.6256884876893,-2522.083825954267,-1786.3723058701974,-1013.0848487483927,-627.4071161971268,-333.94414564829555,-185.00865592073262,-411.98054685493923,-482.69724864026614,-491.21138626166913,-454.645763299903,-390.20628138712175,-418.10470512705285,-381.4949809036597,-396.0012268391863,-479.43803074470225,-721.0813345851822
-6824.78113080071,706.5348110691733,5685.320924140366,13772.79416062176,17295.5218647939,14237.477210250403,1124.709398722591,-884.3355997532175,-2512.377603087184,-3541.868152869933,-3329.657392042579,-3599.9775559708555,-6658.06993510404,-5067.7560946774565,-4772.528737321785,-3553.3987661681153,-2612.5280753094676,-1864.8909203041248,-1047.2696287410904,-624.3356721919322,-315.8467589828021,-150.61468892656734,-359.1008089693602,-415.76302880203446,-421.9318482069971,-387.9663139004592,-333.59483857559025,-357.9087813339652,-327.0512279529639,-340.4535446852247,-413.4986578818626,-624.4102309967533
-9508.55387845175,-2900.327720508887,1931.0452819325183,8402.626314552841,17283.662711034573,21851.35311712616,3752.4337637673816,4088.647769518678,607.7476874004914,-1152.5975342642607,-1832.393415412049,-2452.8344998524512,-5324.446401727043,-4429.464093548719,-4295.487062261335,-3324.1192328654256,-2568.9112389736874,-1934.7034446851742,-1135.5446501206632,-693.7874495168929,-405.44347708444235,-228.90628430871345,-328.055574351373,-359.2737326252908,-345.88712002760866,-330.7166840583736,-282.46001662504176,-310.3515660556976,-296.82656627822297,-304.42638041558973,-349.77813712039017,-499.7862145568325
-9440.805892467057,-3899.8912198379217,-6.419693335499579,4155.787947011331,13522.08636549266,23185.92566564037,5833.125752418895,9276.602428896771,4738.061937751807,2424.1357234299435,588.6616953504422,-502.919131387128,-2801.568726884811,-3087.921725393424,-3277.34273349683,-2800.41522635791,-2411.242686567307,-2018.6924973133089,-1297.9753462193423,-852.4996266670365,-609.444653749887,-417.64591942336006,-330.86292701608306,-327.3981163224709,-279.38132487367767,-292.21393146605516,-244.3169841880288,-280.3426755064353,-290.4380777530961,-288.8004809262544,-296.2148180048807,-369.7194110279412
-8134.76074427763,-3575.5189548034546,-745.0710798288762,1596.627660047941,9330.951540070253,19622.651283487543,6564.811080173327,12479.74605504729,8660.236715920326,6589.890712872802,3687.6087548394976,2093.3542922420497,786.1251458780675,-1113.158207793104,-1809.8637686729724,-2057.895922517965,-2190.8753122819135,-2146.248832527966,-1546.5196918717218,-1103.0672850710753,-910.4175390872692,-687.0061533538155,-372.5114075802583,-328.8593190025082,-236.89718964742568,-275.71619391416357,-221.93594313237884,-265.9464522900054,-298.1928009456137,-286.0499061791585,-255.3731620220179,-255.23613626985386
-6468.399639817518,-2819.8089680593234,-939.913458886903,131.35848772773943,5835.900866131053,14243.506956368601,5949.09234010934,12472.687563408148,10766.641222723954,10264.034933839288,7010.834062469487,5133.611683548045,5378.02564285133,1504.26252721237,82.70773535972732,-1126.676548683692,-1931.4587949863208,-2333.7509769192884,-1891.057828407572,-1450.7088038274726,-1298.7578886792767,-1016.9979339485661,-458.25655874752005,-371.2189888215634,-229.81462727148414,-283.34363830062057,-216.7528494958234,-264.5668971671353,-311.3244637067313,-288.80439624538144,-227.0811580042586,-168.6666519389996
-4841.866162519,-2063.6825182803805,-957.6509593959419,-732.8267109517177,3092.932497541589,8937.60376801032,4555.5310622557545,9974.775333474474,10206.687201749619,11983.629574786819,9682.030987020871,8239.42659733833,10902.754261796972,4884.86357023595,2491.165185035696,49.73605363828597,-1599.4062657051393,-2567.9871127123215,-2335.2562358670734,-1905.8403600872048,-1780.9756467745024,-1408.4030133029537,-597.4978525159005,-464.55151187765324,-268.83101251774383,-319.542546494752,-231.48755656175067,-276.01969467421566,-325.4040894216174,-292.8391746834348,-210.62911706797811,-115.0260997705797
